When,Date,Hour,Weekday,Campus,Category,Mode,Count,Recorded by,Source,Tap id
,2026-07-20,,Monday,Smyrna,General Ref,In person,1,,LimeSurvey 198,
,2026-07-20,,Monday,Smyrna,General Ref,Remote,2,,LimeSurvey 198,
,2026-07-20,,Monday,Smyrna,Tech Support,In person,1,,LimeSurvey 198,
,2026-07-21,,Tuesday,Smyrna,Directional,In person,4,,LimeSurvey 198,
,2026-07-21,,Tuesday,Smyrna,General Ref,In person,2,,LimeSurvey 198,
,2026-07-21,,Tuesday,Smyrna,General Ref,Remote,1,,LimeSurvey 198,
,2026-07-22,,Wednesday,Smyrna,Directional,In person,4,,LimeSurvey 198,
,2026-07-22,,Wednesday,Smyrna,General Ref,In person,1,,LimeSurvey 198,
,2026-07-22,,Wednesday,Smyrna,General Ref,Remote,1,,LimeSurvey 198,
,2026-07-22,,Wednesday,Smyrna,Tech Support,Remote,3,,LimeSurvey 198,
,2026-07-23,,Thursday,Smyrna,Directional,In person,1,,LimeSurvey 198,
,2026-07-24,,Friday,Smyrna,Directional,In person,1,,LimeSurvey 198,
,2026-07-27,,Monday,Smyrna,Directional,In person,1,,LimeSurvey 199,
,2026-07-27,,Monday,Smyrna,General Ref,In person,2,,LimeSurvey 199,
,2026-07-27,,Monday,Smyrna,General Ref,Remote,1,,LimeSurvey 199,
,2026-07-27,,Monday,Smyrna,Tech Support,In person,2,,LimeSurvey 199,
,2026-07-28,,Tuesday,Smyrna,Directional,In person,1,,LimeSurvey 199,
,2026-07-28,,Tuesday,Smyrna,Tech Support,In person,3,,LimeSurvey 199,
,2026-07-29,,Wednesday,Smyrna,General Ref,In person,5,,LimeSurvey 199,
,2026-07-29,,Wednesday,Smyrna,Tech Support,In person,3,,LimeSurvey 199,
,2026-07-29,,Wednesday,Smyrna,Tech Support,Remote,1,,LimeSurvey 199,
,2026-07-30,,Thursday,Smyrna,Directional,In person,5,,LimeSurvey 199,
,2026-07-30,,Thursday,Smyrna,General Ref,In person,2,,LimeSurvey 199,
,2026-07-30,,Thursday,Smyrna,General Ref,Remote,1,,LimeSurvey 199,
,2026-07-30,,Thursday,Smyrna,Tech Support,In person,2,,LimeSurvey 199,
,2026-07-31,,Friday,Smyrna,Directional,In person,6,,LimeSurvey 199,
,2026-07-31,,Friday,Smyrna,General Ref,In person,3,,LimeSurvey 199,
,2026-07-31,,Friday,Smyrna,Tech Support,In person,2,,LimeSurvey 199,
,2026-08-10,,Monday,Smyrna,Directional,In person,2,,LimeSurvey 205,
,2026-08-10,,Monday,Smyrna,Tech Support,In person,1,,LimeSurvey 205,
,2026-08-11,,Tuesday,Smyrna,Directional,In person,8,,LimeSurvey 205,
,2026-08-11,,Tuesday,Smyrna,General Ref,In person,8,,LimeSurvey 205,
,2026-08-11,,Tuesday,Smyrna,Tech Support,In person,2,,LimeSurvey 205,
,2026-08-12,,Wednesday,Smyrna,Directional,In person,3,,LimeSurvey 205,
,2026-08-12,,Wednesday,Smyrna,General Ref,In person,2,,LimeSurvey 205,
,2026-08-12,,Wednesday,Smyrna,Library Search,In person,3,,LimeSurvey 205,
,2026-08-12,,Wednesday,Smyrna,Tech Support,In person,3,,LimeSurvey 205,
,2026-08-13,,Thursday,Smyrna,Directional,In person,2,,LimeSurvey 205,
,2026-08-13,,Thursday,Smyrna,General Ref,In person,1,,LimeSurvey 205,
,2026-08-14,,Friday,Smyrna,Directional,In person,3,,LimeSurvey 205,
,2026-08-14,,Friday,Smyrna,General Ref,In person,4,,LimeSurvey 205,
,2026-08-14,,Friday,Smyrna,General Ref,Remote,1,,LimeSurvey 205,
,2026-08-18,,Tuesday,Smyrna,Directional,In person,6,,LimeSurvey 207,
,2026-08-18,,Tuesday,Smyrna,General Ref,In person,3,,LimeSurvey 207,
,2026-08-18,,Tuesday,Smyrna,General Ref,Remote,3,,LimeSurvey 207,
,2026-08-19,,Wednesday,Smyrna,Directional,In person,10,,LimeSurvey 207,
,2026-08-19,,Wednesday,Smyrna,General Ref,In person,5,,LimeSurvey 207,
,2026-08-19,,Wednesday,Smyrna,General Ref,Remote,1,,LimeSurvey 207,
,2026-08-19,,Wednesday,Smyrna,Library Search,Remote,1,,LimeSurvey 207,
,2026-08-20,,Thursday,Smyrna,Directional,In person,10,,LimeSurvey 207,
,2026-08-20,,Thursday,Smyrna,General Ref,In person,7,,LimeSurvey 207,
,2026-08-20,,Thursday,Smyrna,General Ref,Remote,4,,LimeSurvey 207,
,2026-08-20,,Thursday,Smyrna,Library Search,In person,1,,LimeSurvey 207,
,2026-08-20,,Thursday,Smyrna,Tech Support,In person,3,,LimeSurvey 207,
,2026-08-21,,Friday,Smyrna,Directional,In person,12,,LimeSurvey 207,
,2026-08-21,,Friday,Smyrna,General Ref,In person,10,,LimeSurvey 207,
,2026-08-21,,Friday,Smyrna,General Ref,Remote,1,,LimeSurvey 207,
,2026-08-21,,Friday,Smyrna,Library Search,In person,2,,LimeSurvey 207,
,2026-08-21,,Friday,Smyrna,Tech Support,In person,1,,LimeSurvey 207,
,2026-08-24,,Monday,Smyrna,Directional,In person,34,,LimeSurvey 210,
,2026-08-24,,Monday,Smyrna,General Ref,In person,25,,LimeSurvey 210,
,2026-08-24,,Monday,Smyrna,General Ref,Remote,2,,LimeSurvey 210,
,2026-08-24,,Monday,Smyrna,Library Search,In person,4,,LimeSurvey 210,
,2026-08-24,,Monday,Smyrna,Tech Support,In person,15,,LimeSurvey 210,
,2026-08-25,,Tuesday,Smyrna,Directional,In person,22,,LimeSurvey 210,
,2026-08-25,,Tuesday,Smyrna,General Ref,In person,12,,LimeSurvey 210,
,2026-08-25,,Tuesday,Smyrna,General Ref,Remote,3,,LimeSurvey 210,
,2026-08-25,,Tuesday,Smyrna,Library Search,In person,2,,LimeSurvey 210,
,2026-08-25,,Tuesday,Smyrna,Tech Support,In person,7,,LimeSurvey 210,
,2026-08-26,,Wednesday,Smyrna,Directional,In person,22,,LimeSurvey 210,
,2026-08-26,,Wednesday,Smyrna,General Ref,In person,10,,LimeSurvey 210,
,2026-08-26,,Wednesday,Smyrna,General Ref,Remote,1,,LimeSurvey 210,
,2026-08-26,,Wednesday,Smyrna,Library Search,In person,1,,LimeSurvey 210,
,2026-08-26,,Wednesday,Smyrna,Reference & Instruction,In person,2,,LimeSurvey 210,
,2026-08-26,,Wednesday,Smyrna,Tech Support,In person,6,,LimeSurvey 210,
,2026-08-27,,Thursday,Smyrna,Directional,In person,8,,LimeSurvey 210,
,2026-08-27,,Thursday,Smyrna,General Ref,In person,11,,LimeSurvey 210,
,2026-08-27,,Thursday,Smyrna,General Ref,Remote,3,,LimeSurvey 210,
,2026-08-27,,Thursday,Smyrna,Library Search,In person,2,,LimeSurvey 210,
,2026-08-27,,Thursday,Smyrna,Tech Support,In person,12,,LimeSurvey 210,
,2026-08-27,,Thursday,Smyrna,Tech Support,Remote,2,,LimeSurvey 210,
,2026-08-28,,Friday,Smyrna,D2L,Remote,1,,LimeSurvey 210,
,2026-08-28,,Friday,Smyrna,Directional,In person,4,,LimeSurvey 210,
,2026-08-28,,Friday,Smyrna,General Ref,In person,3,,LimeSurvey 210,
,2026-08-28,,Friday,Smyrna,General Ref,Remote,3,,LimeSurvey 210,
,2026-08-28,,Friday,Smyrna,Library Search,In person,1,,LimeSurvey 210,
,2026-08-28,,Friday,Smyrna,Tech Support,In person,3,,LimeSurvey 210,
,2026-08-28,,Friday,Smyrna,Tech Support,Remote,3,,LimeSurvey 210,
,2026-08-31,,Monday,Smyrna,Directional,In person,16,,LimeSurvey 213,
,2026-08-31,,Monday,Smyrna,General Ref,In person,10,,LimeSurvey 213,
,2026-08-31,,Monday,Smyrna,Tech Support,In person,2,,LimeSurvey 213,
,2026-09-01,,Tuesday,Smyrna,Directional,In person,22,,LimeSurvey 213,
,2026-09-01,,Tuesday,Smyrna,General Ref,In person,9,,LimeSurvey 213,
,2026-09-01,,Tuesday,Smyrna,General Ref,Remote,1,,LimeSurvey 213,
,2026-09-01,,Tuesday,Smyrna,Library Search,In person,2,,LimeSurvey 213,
,2026-09-01,,Tuesday,Smyrna,Tech Support,In person,5,,LimeSurvey 213,
,2026-09-02,,Wednesday,Smyrna,Directional,In person,7,,LimeSurvey 213,
,2026-09-02,,Wednesday,Smyrna,General Ref,In person,9,,LimeSurvey 213,
,2026-09-02,,Wednesday,Smyrna,Tech Support,In person,5,,LimeSurvey 213,
,2026-09-03,,Thursday,Smyrna,D2L,In person,1,,LimeSurvey 213,
,2026-09-03,,Thursday,Smyrna,Directional,In person,5,,LimeSurvey 213,
,2026-09-03,,Thursday,Smyrna,General Ref,In person,8,,LimeSurvey 213,
,2026-09-03,,Thursday,Smyrna,Library Search,In person,1,,LimeSurvey 213,
,2026-09-03,,Thursday,Smyrna,Tech Support,In person,5,,LimeSurvey 213,
,2026-09-04,,Friday,Smyrna,Directional,In person,9,,LimeSurvey 213,
,2026-09-04,,Friday,Smyrna,General Ref,In person,5,,LimeSurvey 213,
,2026-09-04,,Friday,Smyrna,General Ref,Remote,1,,LimeSurvey 213,
,2026-09-04,,Friday,Smyrna,Tech Support,In person,2,,LimeSurvey 213,
